Var1;Var2_1;Var2_2;Var2_3;Var2_4;Var2_5;Var2_6;Var2_7;Var2_8
1;10000000;0;0;0;0;0;0;10000000
2;6146469.16009515;110157.650610671;994.236769031623;5.99320473968046;0.0271147034268246;4.90872242402051e-05;4.90769401584806e-05;6014394.49446711
3;3949853.51972848;147242.669983834;2781.94885037295;35.1637381525392;0.333830117087256;0.00126862561094011;0.00123244471257648;3783676.2669416
4;2569448.39460498;145885.794056562;4224.82812241591;81.989517448893;1.19588071919815;0.00698466028050572;0.00661323043219965;2410637.33720034
5;1743555.14624594;135586.143748667;5407.64821574342;144.762380150195;2.9146474452136;0.0235072403317936;0.0209899667496774;1602769.42114512
6;1435519.5606921;156237.128067227;8736.64117950879;328.347681806149;9.28838719587725;0.105300308499438;0.0783390061590443;1293495.36004065
7;1183918.51022903;165134.040503112;11884.244066048;575.409833629856;20.9805961266672;0.306676244001705;0.20883627366469;1046087.65215101
8;778647.139650259;122750.170109091;10076.5552824657;557.122425217154;23.204094859439;0.387501947321886;0.294317740968109;674902.493491148
9;577376.110355539;104647.314999257;9930.43313162961;635.763614648126;30.6786049129123;0.593707421414655;0.407857693115999;491100.869816886
10;447969.800834855;92724.939527834;10091.9981918433;742.255759450027;41.174432242944;0.916277005585645;0.567408311133939;374045.047608501
11;370212.310446974;87471.1699831362;10899.6398569541;919.187009668228;58.5062885245949;1.49444746433552;0.825390861094963;303553.815690937
12;289459.541195129;75739.1650325926;10502.4881865742;986.818705714546;70.0229984749224;1.99461406971209;1.06177577765771;233143.675065849
13;183810.606117577;50831.1539041188;7514.57526600132;753.514513804615;57.0818976224569;1.7362254092818;1.08798725551453;145476.671543442
14;106014.851888963;30485.8502203681;4730.92898214212;498.531688388977;39.7008732571932;1.26963138496106;0.997339752564726;82472.3108187958
15;68883.237601211;20882.1388026256;3437.80711631289;384.949201714451;32.5907791107668;1.10827915155844;0.842796003236208;52686.8180390568
16;59974.2935301715;20095.3250223227;3650.51912869427;452.116138365304;42.3767489983766;1.59606491848996;0.820230700859443;45115.5149295548
17;49646.662354203;18016.4198428743;3549.36546675413;477.416839197807;48.6380151969614;1.99192245801387;0.882620403109469;36740.3007029624
18;38280.5807743033;14775.1420653452;3107.01900518204;446.579704412771;48.6472081927438;2.13100341794782;0.913907037576938;27876.5705272826
19;23391.6338886156;9306.79849760942;2033.47410210366;303.926357311626;34.4399160880055;1.56968767155784;0.836810742473414;16766.4205857054
20;19000.1514184221;8051.99765935701;1876.58722329722;299.616540777097;36.2919391719471;1.76875873365006;0.766651581482545;13408.2699746697
21;15087.0646371516;6758.91366610986;1669.11790915091;282.71896683453;36.3522663017855;1.88134065787356;0.739186439067563;10484.8767405481
22;10300.201251198;4778.96276653869;1229.06726485374;217.006594219686;29.0981202433794;1.57080068928195;0.669324657467777;7050.96926809444
23;6908.70708214612;3309.36172308539;883.565178898229;162.113258869006;22.5980688046974;1.2684904832861;0.574608125914834;4659.59848530619
24;4891.30318808178;2428.44338992166;674.78502003423;129.001149332;18.7454291476708;1.09715743391805;0.479338738278741;3251.09688158331
25;4038.57838053333;2110.5452398848;617.574882167044;124.507970851734;19.0920580388968;1.17957636234899;0.425566579087147;2646.03287513715
26;3440.02864016389;1894.28065580168;584.078251713881;124.235833229192;20.111925272089;1.3122957199326;0.415723555813972;2222.22948304611
27;2933.38396808247;1697.04940219351;550.011264486498;123.093929653184;20.9796159416311;1.44171735074948;0.4230155559299;1868.76529061217
28;2500.8748157659;1515.84124550049;515.152419746583;120.997998643087;21.6550876911953;1.5631783987665;0.435191390109292;1571.58352919084
29;2193.53524451307;1394.37230598767;497.180669331477;122.616204238632;23.0545339645043;1.74895546970663;0.460890812169793;1360.05394089283
30;1801.8882567591;1189.47572585181;441.44542143621;113.388652115398;22.213883101716;1.75636596344936;0.458050739092055;1102.55383916684
31;1615.05785685703;1116.08546443325;433.722179901078;116.734439919162;23.9748466798149;1.98786223272785;0.486792580500798;975.536528408193
32;1421.74313723664;1023.87416371764;415.085547797912;116.615681864493;25.0107874469329;2.16618523398646;0.509897359942831;847.942614354325
33;1310.99741116132;987.486085609058;418.748230490763;123.126304988807;27.6492491456645;2.5080852351722;0.563109808734381;772.267203434123
34;1159.81696397479;907.220761668187;400.099327910742;122.406090236597;28.6104461559346;2.70197696482475;0.588977276240233;674.970849335272
35;799.511609693768;636.120336896591;287.020704161817;89.8713795474708;21.503154799164;2.07912481681299;0.523387750750817;459.70893785297
36;457.670152932243;366.773059300269;167.982142027453;53.4090702440695;12.9776791590604;1.27443338415346;0.440774208534178;260.035346058452
37;223.894928022427;179.57855252054;83.0591502965453;26.6778417588452;6.54912926499992;0.64980227646977;0.37482088219686;125.724242090535
38;121.102191249972;97.6099187943807;45.7143519739345;14.8757832793244;3.70024673992585;0.372032194249716;0.282583667523164;67.2666785900998
39;81.0730899459802;66.3400233327004;31.6823677859515;10.5233154669969;2.67242276408392;0.2743536498054;0.179485474496194;44.6003240250327
40;53.6022669430733;44.4863067231025;21.6437881492411;7.33097611124372;1.89892889529172;0.198866189838432;0.117004759822485;29.2052432156689
41;40.3000717080955;34.1690123210225;17.0183497765487;5.90845581939826;1.56924772439211;0.168532084922649;0.0732738369805207;21.7556076282734
42;32.8867124745584;28.6317049937556;14.6488345922753;5.23152609327099;1.42986833427794;0.15805902702722;0.0490746950787109;17.5889523638992
43;29.8966036117324;26.956413959095;14.2525865589962;5.26787500975829;1.49093654428336;0.170704572790595;0.0389895758235591;15.8420575806038
44;29.2798059498877;27.5621555127098;15.1487295564195;5.82828519250337;1.71822310799661;0.204981770456824;0.0397086240385996;15.3755370682203
45;20.4542909805039;19.5256917114296;10.9273272774165;4.28324618417462;1.28689319334921;0.156485739476666;0.0336654813912328;10.6384906010155
46;15.2971272247248;14.8583036326436;8.48498048230326;3.39616340426268;1.04229371723252;0.129488304555718;0.0275610550741442;7.88527166500407
47;11.692797220109;11.5659988109532;6.74233634641233;2.75687131820099;0.864658295073087;0.109797218813056;0.0225892983451644;5.97602117160477
48;9.39494029586817;9.48796159352121;5.65519037046078;2.36619144014184;0.759708442396103;0.0987760046234826;0.018958138973295;4.76300584369313
49;7.67733922646428;7.92003102307368;4.82775942440159;2.06746275566411;0.679672878583315;0.09050268213246;0.0163925153060911;3.86227181892518
50;6.65491615690125;7.03717026206639;4.39706268090654;1.93179013046307;0.651811244731111;0.0891018381272292;0.0150025760251298;3.32405691094165
51;6.18428500735083;6.73712776004192;4.33014725575748;1.95850029477474;0.680658410528096;0.0958646222809506;0.0151392359182959;3.06922361860188
52;5.9503285072144;6.69543172564451;4.43495110342418;2.06873507068837;0.741880030786803;0.107849127247581;0.0164172704786236;2.93655428043632
53;5.76831845410947;6.70149467984989;4.57401109327211;2.19973704422857;0.813717130352179;0.122056519968489;0.0180745055398756;2.83312799460621
54;5.12193259846296;6.08729261771873;4.25353836712733;2.09502657894149;0.793996771248399;0.122049253089856;0.0176437255574751;2.50396437953146
55;4.23041783622746;5.11632614805433;3.64617039470671;1.83221019475411;0.708652555249976;0.111189602755549;0.0162198066475907;2.05884685120719
56;3.2566215052204;3.99185267781816;2.8927943474513;1.47865117158475;0.581890447037115;0.0929098888360869;0.01414373428314;1.57815702463098
57;3.05254997554655;3.83777678034709;2.85124821265155;1.4949202362718;0.603650218180498;0.0989247437792296;0.0138685758999144;1.47663856040767
58;3.05259083196175;3.96263805570735;3.03244663141352;1.63849098242453;0.682117310187141;0.115279322312748;0.0158517036577976;1.47648350661727
59;3.11995350793371;4.20288871026339;3.32535578178938;1.8583434075297;0.800510695550418;0.140030611816027;0.0199129291660216;1.51247606536657
60;3.16682308600518;4.40576079428847;3.59280304582138;2.06975714528087;0.919420931286267;0.165899269463555;0.0225964833150733;1.54149384994193
61;3.19862491395631;4.58399216113018;3.84641681820287;2.28024276345107;1.04267087092794;0.193712699650493;0.0253006169743886;1.56560666191511
62;3.22617594799532;4.75545336340716;4.10187703924336;2.49980532471747;1.1754001451044;0.224600886050031;0.0283890555514861;1.59038282006599
63;3.21906782644881;4.93393479426085;4.40985876188427;2.78464377802589;1.35706048083084;0.268842775724428;0.0394221575906977;1.60590775221636
64;3.23645355742682;5.14229975474189;4.75368047324738;3.10416593366675;1.56475040127622;0.320718008221357;0.0468678237446387;1.64281130486461
65;3.30812501846775;5.41709100013094;5.15908969103975;3.47011511977613;1.80207080661205;0.3805979910118;0.0507587218368311;1.71293315047928
66;3.38415189348762;5.69057755106129;5.56969918104101;3.84954333453269;2.05446022554668;0.445992909099108;0.0550060723640873;1.78911044017074
67;3.12737004150947;5.33134185931323;5.31366474490156;3.73976421448173;2.03252672550435;0.449382998143461;0.0495505636395006;1.68132161606529
68;3.1115257149973;5.40572125320768;5.50677953789332;3.96159894157537;2.2010012471935;0.497520912936703;0.0528017216044727;1.70546993929281
69;3.17885416187885;5.64926910667729;5.89773714278115;4.34890018409733;2.4767896996954;0.573978396071653;0.062462087980906;1.78342675987678
70;3.24179791531227;5.88295423374437;6.28706344567833;4.7467331544573;2.76818555470321;0.656964213018427;0.0702783169258266;1.8672183724672
71;3.3224002136386;6.16553866900792;6.75252802397079;5.22613633993662;3.12457056314109;0.760317097537799;0.0827906982480663;1.97225440323957
72;3.39188345035452;6.41436123494333;7.18282127796376;5.68587148950021;3.47724578850216;0.865586543676075;0.0900175413180413;2.07933589175188
73;3.47619142391929;6.71421026936424;7.70056899202246;6.24591948750054;3.91431309262422;0.998607752021587;0.106678160738759;2.2088449208593
74;3.54769549803708;7.00068388773795;8.22670095587932;6.84025866888368;4.39502581321514;1.14967079033352;0.125795581266593;2.34816499620326
75;3.52304392134282;7.11767852738637;8.58467732710375;7.33037278290021;4.83769801926318;1.29993023011171;0.15406828267228;2.44458381839476
76;3.61703702554394;7.43378269492794;9.16520280917348;8.00461012873772;5.40398363966545;1.48557658011654;0.158004455122544;2.6385985687828
77;3.69811246401328;7.73258079157256;9.74869285147901;8.71243741363718;6.01982177600835;1.69384937223817;0.177056304641212;2.83441195155704
78;3.74922505739861;7.97596018604181;10.2853179423901;9.40993064670666;6.65721967929219;1.91817673284825;0.203732276261057;3.02807388086385
79;3.83664059298255;8.28126237566418;10.9067288560391;10.2005563818644;7.37877907345683;2.17408164543601;0.221666154843312;3.27136849613951
80;3.95452643904172;8.63304688124787;11.5919960687728;11.0641826268962;8.16978001213681;2.45738168407383;0.234684864711203;3.55376377401216
81;4.01095633626297;8.87235456893442;12.1628527198175;11.8671574224346;8.96005353471158;2.75608617287512;0.275638733421588;3.80497889078377
82;4.06369451410407;9.09596717311049;12.7237758463819;12.6855517307084;9.7902677562569;3.07856595385256;0.309992125325982;4.0845007951742
83;3.94398026793362;8.94573346570617;12.7840066630284;13.0429136048475;10.3049446353996;3.31775911852443;0.366517801031262;4.21719175519916
84;3.86044245440539;8.85222588253115;12.911146027006;13.4684155306744;10.8848231042078;3.58524076566923;0.396389717217443;4.41532652415936
85;3.87048834941364;8.94173206257685;13.2897605227351;14.1540409142177;11.6841885182747;3.93165570650936;0.408299906948737;4.73075153519041
86;3.95410415815713;9.17219139668835;13.8700626070029;15.0604867137533;12.6813933362717;4.35334435351467;0.417712313408638;5.13800810160016
87;3.99232995650634;9.2931252038485;14.2967664322461;15.8306488247354;13.6009997142062;4.76485024582242;0.456731483698824;5.49554083801959
88;3.97070098825692;9.26850913180417;14.5038476678508;16.3800622160708;14.3627898639576;5.13637701163231;0.50570523442446;5.79281515484765
